id,address,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
1975123265857,"55 Water Street DUMBO, Brooklyn, NY 11201",40.703397,-73.992348,1,rooftop,"55 Water St",,"Brooklyn, NY 11201",55,"Water St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
1977337768494,"7 Marcus Garvey Boulevard, Brooklyn, NY 11206",40.699809,-73.941246,1,rooftop,"7 Marcus Garvey Blvd",,"Brooklyn, NY 11206",7,"Marcus Garvey Blvd",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
1782919934519,"57-02 Hoffman Drive, Queens, NY 11373",40.733945,-73.873929,1,rooftop,"57-2 Hoffman Dr",,"Elmhurst, NY 11373",57-2,"Hoffman Dr",,,Elmhurst,NY,"Queens County",11373,US,"City of New York"
1967871997117,"401 E 76th St, New York, NY 10021",40.770298,-73.953634,1,rooftop,"401 E 76th St",,"New York, NY 10021",401,"E 76th St",,,"New York",NY,"New York County",10021,US,"City of New York"
1967186737487,"210 South Broad Street, Elizabeth, NJ 07201",40.659556,-74.215457,1,range_interpolation,"210 S Broad St",,"Elizabeth, NJ 07201",210,"S Broad St",,,Elizabeth,NJ,"Union County",07201,US,"TIGER/Line® from the US Census Bureau"
1752244744199,"3 West 51st Street #2, New York, NY 10019",40.759554,-73.977395,1,rooftop,"3 W 51st St","Lbby 2","New York, NY 10019",3,"W 51st St",Lbby,2,"New York",NY,"New York County",10019,US,"City of New York"
1902704072099,"1125 1st Avenue, New York, NY 10065",40.761406,-73.960901,1,rooftop,"1125 1st Ave",,"New York, NY 10065",1125,"1st Ave",,,"New York",NY,"New York County",10065,US,"City of New York"
473406992057,"1604 Broadway #4th Floor, New York, NY 10019",40.760476,-73.984419,1,rooftop,"1604 Broadway","# 4","New York, NY 10019",1604,Broadway,#,4,"New York",NY,"New York County",10019,US,"City of New York"
1975297217150,"378 Throop Avenue, Brooklyn, NY 11221",40.691241,-73.942754,1,rooftop,"378 Throop Ave",,"Brooklyn, NY 11221",378,"Throop Ave",,,Brooklyn,NY,"Kings County",11221,US,"City of New York"
1976388885359,"48 West 21st Street, New York, NY 10010",40.741146,-73.992853,1,rooftop,"48 W 21st St",,"New York, NY 10010",48,"W 21st St",,,"New York",NY,"New York County",10010,US,"City of New York"
1715117696199,"11 West 53rd Street, New York, NY 10019",40.761086,-73.977147,1,rooftop,"11 W 53rd St",,"New York, NY 10019",11,"W 53rd St",,,"New York",NY,"New York County",10019,US,"City of New York"
1976716843290,"727 Raymond Boulevard, Newark, NJ 07105",40.73311,-74.151994,1,rooftop,"727 Raymond Blvd",,"Newark, NJ 07105",727,"Raymond Blvd",,,Newark,NJ,"Essex County",07105,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
1976497621592,"86 34th Street, Brooklyn, NY 11232",40.656903,-74.005859,1,rooftop,"86 34th St",,"Brooklyn, NY 11232",86,"34th St",,,Brooklyn,NY,"Kings County",11232,US,"City of New York"
1974981606149,"1118 1st Avenue, New York, NY 10065",40.761078,-73.960686,1,rooftop,"1118 1st Ave",,"New York, NY 10065",1118,"1st Ave",,,"New York",NY,"New York County",10065,US,"City of New York"
838564889157,"167 Bleecker St, New York, NY 10012",40.728791,-74.000177,1,rooftop,"167 Bleecker St",,"New York, NY 10012",167,"Bleecker St",,,"New York",NY,"New York County",10012,US,"City of New York"
1975666190760,"108 West 40th Street, New York, NY 10018",40.753771,-73.985782,1,rooftop,"108 W 40th St",,"New York, NY 10018",108,"W 40th St",,,"New York",NY,"New York County",10018,US,"City of New York"
1976257538497,"110 Delancey Street, New York, NY 10002",40.71884,-73.988338,1,rooftop,"110 Delancey St",,"New York, NY 10002",110,"Delancey St",,,"New York",NY,"New York County",10002,US,"City of New York"
1976675621996,"200 West 86th Street, New York, NY 10024",40.787646,-73.975321,1,rooftop,"200 W 86th St",,"New York, NY 10024",200,"W 86th St",,,"New York",NY,"New York County",10024,US,"City of New York"
1968233907601,"Bethesda Terracem, Central Park, New York, NY 10024",40.779211,-73.973767,1,street_center,"Central Park W",,"New York, NY 10024",,"Central Park W",,,"New York",NY,"New York County",10024,US,"TIGER/Line® dataset from the US Census Bureau"
1977514400806,"501 5th Avenue #room 1105, New York, NY 10017",40.753239,-73.98084,1,rooftop,"501 5th Ave","# ROOM","New York, NY 10017",501,"5th Ave",#,ROOM,"New York",NY,"New York County",10017,US,"City of New York"
1942953940539,"140 2nd Avenue, New York, NY 10003",40.728919,-73.987198,1,rooftop,"140 2nd Ave",,"New York, NY 10003",140,"2nd Ave",,,"New York",NY,"New York County",10003,US,"City of New York"
1968354195385,"NYC, NY 10013",40.722105,-74.003497,1,place,,,"New York, NY 10013",,,,,"New York",NY,"New York County",10013,US,"TIGER/Line® dataset from the US Census Bureau"
1722559554999,"New York, NY 10012",40.725581,-73.998078,1,place,,,"New York, NY 10012",,,,,"New York",NY,"New York County",10012,US,"TIGER/Line® dataset from the US Census Bureau"
1969531592010,"222 West Houston Street, New York, NY 10014",40.728659,-74.004724,1,rooftop,"222 W Houston St",,"New York, NY 10014",222,"W Houston St",,,"New York",NY,"New York County",10014,US,"City of New York"
1967186765571,"210 South Broad Street, Elizabeth, NJ 07201",40.659556,-74.215457,1,range_interpolation,"210 S Broad St",,"Elizabeth, NJ 07201",210,"S Broad St",,,Elizabeth,NJ,"Union County",07201,US,"TIGER/Line® from the US Census Bureau"
1732691028509,"2 Exchange Place, Jersey City, NJ 07302",40.717088,-74.031813,1,rooftop,"2 Exchange Pl",,"Jersey City, NJ 07302",2,"Exchange Pl",,,"Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
1712019158389,"985 6th Avenue, New York, NY 10018",40.751292,-73.986905,1,range_interpolation,"985 6th Ave",,"New York, NY 10018",985,"6th Ave",,,"New York",NY,"New York County",10018,US,"TIGER/Line® from the US Census Bureau"
1502079633619,"4506 Pearson Street Queens,, Queens, NY 11101",40.613396,-73.919198,0.68,street_center,"Pearson St",,"Brooklyn, NY 11234",,"Pearson St",,,Brooklyn,NY,"Kings County",11234,US,"TIGER/Line® dataset from the US Census Bureau"
1772805181019,"NYC, NY 10013",40.722105,-74.003497,1,place,,,"New York, NY 10013",,,,,"New York",NY,"New York County",10013,US,"TIGER/Line® dataset from the US Census Bureau"
1782441042139,"99 MacDougal Street, New York, NY 10012",40.729604,-74.000966,1,rooftop,"99 Mac Dougal St",,"New York, NY 10012",99,"Mac Dougal St",,,"New York",NY,"New York County",10012,US,"City of New York"
1301438189659,"637 W 50th St, New York, NY 10019",40.766665,-73.996234,1,rooftop,"637 W 50th St",,"New York, NY 10019",637,"W 50th St",,,"New York",NY,"New York County",10019,US,"City of New York"
1836122775649,"702 Union St., Brooklyn, NY 11215",40.676124,-73.980049,1,rooftop,"702 Union St",,"Brooklyn, NY 11215",702,"Union St",,,Brooklyn,NY,"Kings County",11215,US,"City of New York"
1975162194293,"299 South Street, New York, NY 10002",40.710191,-73.986055,1,rooftop,"299 South St",,"New York, NY 10002",299,"South St",,,"New York",NY,"New York County",10002,US,"City of New York"
1739216767169,"New York, NY 10004",40.68863,-74.018244,1,place,,,"New York, NY 10004",,,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
1704607349469,"416 West 203rd Street, New York, NY 10034",40.861442,-73.919859,1,rooftop,"416 W 203rd St",,"New York, NY 10034",416,"W 203rd St",,,"New York",NY,"New York County",10034,US,"City of New York"
1917923884969,"450 Park Avenue South, New York, NY 10016",40.744966,-73.983119,1,rooftop,"450 Park Ave S",,"New York, NY 10016",450,"Park Ave S",,,"New York",NY,"New York County",10016,US,"City of New York"
1625309387129,"62 Hamilton Terrace, New York, NY 10031",40.823396,-73.946208,1,rooftop,"62 Hamilton Ter",,"New York, NY 10031",62,"Hamilton Ter",,,"New York",NY,"New York County",10031,US,"City of New York"
1053782464719,"487 Atlantic Avenue, Brooklyn, NY 11217",40.685869,-73.98165,1,rooftop,"487 Atlantic Ave",,"Brooklyn, NY 11217",487,"Atlantic Ave",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
1285215507179,"133-20 Springfield Blvd., Springfield Gardens, NY 11413",40.680931,-73.753043,1,rooftop,"133-20 Springfield Blvd",,"Springfield Gardens, NY 11413",133-20,"Springfield Blvd",,,"Springfield Gardens",NY,"Queens County",11413,US,"City of New York"
1716648635279,"4255 Amboy Road, Staten Island, NY 10308",40.54684,-74.157324,1,range_interpolation,"4255 Amboy Rd",,"Staten Island, NY 10308",4255,"Amboy Rd",,,"Staten Island",NY,"Richmond County",10308,US,"TIGER/Line® from the US Census Bureau"
1767747643789,"53-83 Water Street, Brooklyn, NY 11201",40.708532,-74.00138,0.7,street_center,"Water St",,"New York, NY 10038",,"Water St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
1632678578579,"605 West 48th Street, New York, NY 10036",40.76497,-73.996072,1,rooftop,"605 W 48th St",,"New York, NY 10036",605,"W 48th St",,,"New York",NY,"New York County",10036,US,"City of New York"
1933592660699,"4140 Broadway, New York, NY 10033",40.846356,-73.938212,1,rooftop,"4140 Broadway",,"New York, NY 10033",4140,Broadway,,,"New York",NY,"New York County",10033,US,"City of New York"
1975904062240,"100 Church Street 8th Floor Ph No +1 469 666 9332, New York, NY 10007",40.713069,-74.009621,1,rooftop,"100 Church St","Fl 8","New York, NY 10007",100,"Church St",Fl,8,"New York",NY,"New York County",10007,US,"City of New York"
1968234940691,"20 Washington Square North, New York, NY 10003",40.729779,-73.99485,1,range_interpolation,"20 Washington Pl",,"New York, NY 10003",20,"Washington Pl",,,"New York",NY,"New York County",10003,US,"TIGER/Line® from the US Census Bureau"
1968313288030,"28-18 31st Street, Queens, NY 11102",40.768157,-73.920563,1,rooftop,"28-18 31st St",,"Astoria, NY 11102",28-18,"31st St",,,Astoria,NY,"Queens County",11102,US,"City of New York"
926482633497,"520 8th Avenue #16th floor, New York, NY 10018",40.75375,-73.992104,1,rooftop,"520 8th Ave","Fl 16","New York, NY 10018",520,"8th Ave",Fl,16,"New York",NY,"New York County",10018,US,"City of New York"
1977330696341,"2297 Cedar Avenue, The Bronx, NY 10468",40.862209,-73.911364,1,rooftop,"2297 Cedar Ave",,"Bronx, NY 10468",2297,"Cedar Ave",,,Bronx,NY,"Bronx County",10468,US,"City of New York"
1975343490555,"117 Crosby Street, New York, NY 10012",40.72431,-73.996481,1,rooftop,"117 Crosby St",,"New York, NY 10012",117,"Crosby St",,,"New York",NY,"New York County",10012,US,"City of New York"
1968234988835,"20 Washington Square North, New York, NY 10003",40.729779,-73.99485,1,range_interpolation,"20 Washington Pl",,"New York, NY 10003",20,"Washington Pl",,,"New York",NY,"New York County",10003,US,"TIGER/Line® from the US Census Bureau"
1977340833662,"East 54th Street, New York, NY 10022",40.756468,-73.964532,1,street_center,"E 54th St",,"New York, NY 10022",,"E 54th St",,,"New York",NY,"New York County",10022,US,"TIGER/Line® dataset from the US Census Bureau"
1972866368416,"167 Graham Avenue, Brooklyn, NY 11206",40.707744,-73.943431,1,rooftop,"167 Graham Ave",,"Brooklyn, NY 11206",167,"Graham Ave",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
1976995629146,"77 East 7th Street, New York, NY 10003",40.727356,-73.986368,1,rooftop,"77 E 7th St",,"New York, NY 10003",77,"E 7th St",,,"New York",NY,"New York County",10003,US,"City of New York"
1972827553319,"23 Meadow Street, Brooklyn, NY 11206",40.710855,-73.936214,1,rooftop,"23 Meadow St",,"Brooklyn, NY 11206",23,"Meadow St",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
1392805080489,"New York, New York, NY 10001",40.703125,-74.010852,0.99,street_center,"New York Plz",,"New York, NY 10004",,"New York Plz",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
1964393782684,"20 Hudson Yards, New York, NY 10001",40.753165,-74.000435,1,rooftop,"20 Hudson Yards",,"New York, NY 10001",20,"Hudson Yards",,,"New York",NY,"New York County",10001,US,"City of New York"
1820517720509,"South Street, New York, NY 10005",40.705089,-74.004972,1,street_center,"South St",,"New York, NY 10005",,"South St",,,"New York",NY,"New York County",10005,US,"TIGER/Line® dataset from the US Census Bureau"
1968199746424,"299 South Street, New York, NY 10002",40.710191,-73.986055,1,rooftop,"299 South St",,"New York, NY 10002",299,"South St",,,"New York",NY,"New York County",10002,US,"City of New York"
1974948138045,"114 Forrest Street, Brooklyn, NY 11206",40.703014,-73.932065,1,rooftop,"114 Forrest St",,"Brooklyn, NY 11206",114,"Forrest St",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
1886223097059,"130-35 91st Ave, Queens, NY 11418",40.698615,-73.819465,1,rooftop,"130-35 91st Ave",,"Richmond Hill, NY 11418",130-35,"91st Ave",,,"Richmond Hill",NY,"Queens County",11418,US,"City of New York"
1967709534186,"405 West 55th Street, New York, NY 10019",40.766869,-73.986885,1,rooftop,"405 W 55th St",,"New York, NY 10019",405,"W 55th St",,,"New York",NY,"New York County",10019,US,"City of New York"
1974975396576,"1257 2nd Avenue, New York, NY 10065",40.764795,-73.961519,1,rooftop,"1257 2nd Ave",,"New York, NY 10065",1257,"2nd Ave",,,"New York",NY,"New York County",10065,US,"City of New York"
1909792734479,"20 Grand Army Plaza, Brooklyn, NY 11238",40.674601,-73.970492,1,range_interpolation,"20 Grand Army Plz",,"Brooklyn, NY 11238",20,"Grand Army Plz",,,Brooklyn,NY,"Kings County",11238,US,"TIGER/Line® from the US Census Bureau"
1783150925419,"2823 Third Avenue, The Bronx, NY 10455",40.81573,-73.918583,1,range_interpolation,"2823 3rd Ave",,"Bronx, NY 10455",2823,"3rd Ave",,,Bronx,NY,"Bronx County",10455,US,"TIGER/Line® from the US Census Bureau"
1061162990069,"1570 Ralph Avenue, Brooklyn, NY 11236",40.638542,-73.919436,1,range_interpolation,"1570 Ralph Ave",,"Brooklyn, NY 11236",1570,"Ralph Ave",,,Brooklyn,NY,"Kings County",11236,US,"TIGER/Line® from the US Census Bureau"
1976552360317,"Brooklyn New York., Brooklyn, NY 11236",40.659976,-73.945363,0.92,street_center,"Brooklyn Ave",,"Brooklyn, NY 11203",,"Brooklyn Ave",,,Brooklyn,NY,"Kings County",11203,US,"TIGER/Line® dataset from the US Census Bureau"
1975352987962,"112 West 25th Street, New York, NY 10001",40.744383,-73.992701,1,rooftop,"112 W 25th St",,"New York, NY 10001",112,"W 25th St",,,"New York",NY,"New York County",10001,US,"City of New York"
1789835459039,"52 West 36th Street, New York, NY 10018",40.750464,-73.985782,1,rooftop,"52 W 36th St",,"New York, NY 10018",52,"W 36th St",,,"New York",NY,"New York County",10018,US,"City of New York"
1016717217567,"1115 Broadway, New York, NY 10010",40.742973,-73.989296,1,rooftop,"1115 Broadway",,"New York, NY 10010",1115,Broadway,,,"New York",NY,"New York County",10010,US,"City of New York"
1975013369153,"119 Crosby Street, New York, NY 10012",40.72435,-73.996447,1,rooftop,"119 Crosby St",,"New York, NY 10012",119,"Crosby St",,,"New York",NY,"New York County",10012,US,"City of New York"
1977103899987,"679 Franklin Avenue, Brooklyn, NY 11238",40.675339,-73.95614,1,rooftop,"679 Franklin Ave",,"Brooklyn, NY 11238",679,"Franklin Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
1761534269419,"New York, NY 10004",40.68863,-74.018244,1,place,,,"New York, NY 10004",,,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
1612148462449,"254 Bleecker Street, New York, NY 10014",40.731039,-74.003002,1,rooftop,"254 Bleecker St",,"New York, NY 10014",254,"Bleecker St",,,"New York",NY,"New York County",10014,US,"City of New York"
1966705916338,"283 Grove Street, Jersey City, NJ 07302",40.718018,-74.044156,1,rooftop,"283 Grove St",,"Jersey City, NJ 07302",283,"Grove St",,,"Jersey City",NJ,"Hudson County",07302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
1743894578629,"New York, NY 10012",40.725581,-73.998078,1,place,,,"New York, NY 10012",,,,,"New York",NY,"New York County",10012,US,"TIGER/Line® dataset from the US Census Bureau"
1370636844699,"177 Vanderbilt Avenue, Brooklyn, NY 11205",40.692639,-73.969568,1,rooftop,"177 Vanderbilt Ave",,"Brooklyn, NY 11205",177,"Vanderbilt Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
1977507661649,"15 Bloomfield Avenue, Montclair, NJ 07042",40.806266,-74.20822,1,rooftop,"15 Bloomfield Ave",,"Montclair, NJ 07042",15,"Bloomfield Ave",,,Montclair,NJ,"Essex County",07042,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
1976402174106,"556 5th Avenue, New York, NY 10036",40.755919,-73.97934,1,rooftop,"556 5th Ave",,"New York, NY 10036",556,"5th Ave",,,"New York",NY,"New York County",10036,US,"City of New York"
